3.890798985231476159e-01,-2.435501764676137881e-01,8.512884976862566955e-02,4.955731486544541209e-01,-3.007716715250681183e-01,1.749120286203809105e-02,2.480803721021985764e-01,-4.923041385687927374e-01,1.516026833793647777e-01,4.973895975415584259e-01,-3.602580688959130528e-01,4.117679384067290949e-01,-3.872282994068322326e-01,4.642515024767829290e-01,-2.592301568022075120e-01,-8.594318928504107724e-02,-1.895329757717445496e-03,-2.071574479269502334e-01,-3.185161624834943472e-01,3.365911833774659634e-02,3.006514326381980462e-01,-3.319561718533305950e-01,4.260795279686807602e-01,-4.012874742507444026e-01,-1.656464502231231872e-01
-4.743169383506413705e-01,2.256059781593057201e-01,-3.361820360490197501e-02,-5.477074298414186249e-02,1.886651586943818293e-01,2.683628000627302779e-01,-2.827028068471134636e-01,-2.307421615235258905e-01,-2.626224575207463108e-01,1.713810038593721607e-02,-4.931785908531504115e-01,-1.779311512960419783e-01,-2.969198645045987295e-01,-3.832526730919894042e-01,4.340001643816348009e-01,-4.387431912066915851e-01,2.059454400408041730e-01,-2.067016040428881762e-01,-5.417386062662876700e-02,4.765357961584829605e-01,-6.871402561389794439e-02,-2.779648171967749049e-01,-6.786484387513580518e-02,4.256803754993735422e-01,2.304109994278324969e-03
-2.378543589652108992e-01,4.151383047445366126e-01,-4.132681009219644208e-01,4.158773329829401622e-02,1.380681461643881169e-01,1.260112447549319725e-01,-9.614035955179189852e-02,3.528772527442560758e-01,-3.091995506977932573e-01,-3.640834851352625634e-02,-4.588177035282017258e-01,4.641973843470981187e-02,-2.600336031139479642e-01,3.919417530615141310e-01,-8.395334054096437182e-02,-4.569359284330170023e-01,3.275170499620622122e-01,-3.531967070923440755e-01,9.392031900413422285e-02,4.059357539357576483e-01,-4.375462243020168396e-01,2.318059872895918971e-01,-1.816998294810026060e-01,-4.850528008791998857e-02,-4.871764459839710293e-01
1.320023392800026008e-01,1.185454277987707528e-01,3.362121206401851303e-01,-3.041137200798063045e-01,-4.896915224146322076e-01,1.695987570751239515e-01,-3.501036467844482747e-01,4.974032394918990185e-01,-5.479581563591429116e-02,-1.180835915120708179e-01,1.375681923347062963e-01,-4.954316943216118263e-01,-2.598983500925401424e-01,-2.386851451411610148e-01,-3.172641141954537503e-01,3.984240839438487614e-01,2.228292293662126333e-02,-4.848525370910014010e-01,-3.407209542047023865e-01,-4.622072935932203253e-01,-4.415684466602978198e-01,-2.017491486789202426e-03,-2.341502130121171366e-01,9.925292131826168873e-02,-3.815107629149159241e-01
-1.925232362131051866e-01,2.016235730770939982e-01,4.762955877843202401e-01,2.812813855090344761e-01,4.373473276415131838e-01,-1.528136581740257016e-01,5.559439939601873437e-02,-4.367105143888010410e-01,-1.756559385612875834e-01,1.924311558561677682e-01,4.447915396624804174e-01,3.492814545183902109e-01,-4.797735466173715935e-01,9.441445829840744430e-02,-1.185354304172919759e-01,1.581446925142622195e-01,-4.808042426284414583e-01,3.914921827093692519e-01,-4.867932119379283495e-01,-1.187803873383370679e-01,4.857060482149899716e-02,4.295266527982284366e-01,-4.600017312036563943e-02,1.496018724274846834e-01,1.553689255827500615e-01
4.452848579970024590e-01,-3.027121451920031792e-01,3.153754496167935351e-01,2.226818461363507806e-01,1.617350232463554693e-01,-2.516944829327221189e-01,-4.905535388229617100e-01,-4.390689157248293117e-01,2.702029703430175456e-01,-1.253512338768372203e-01,7.307378939916842064e-03,-3.087878110371244933e-02,1.909212572931113794e-01,-8.933545888313298988e-02,-4.268042382354231279e-01,2.249925222338070574e-01,3.537573076302562569e-01,-2.053672450731762744e-01,4.304734956616660391e-01,-4.397263052137246886e-01,4.225771047483410925e-01,-9.852646997462455314e-02,-7.463012337746899316e-02,-1.327175415836736594e-01,2.261925091958232326e-01
2.351195467109934434e-02,-1.200911165471585385e-01,2.654396671784579054e-01,-2.772372739182060730e-02,3.238271670578670713e-01,-1.537944095223610086e-01,-6.527213839143941598e-02,-3.541697343890005678e-01,-3.866169312626799304e-02,4.330238528097376527e-01,6.138934847222110580e-02,-4.292830209430295030e-01,1.241940638279772635e-01,-1.650286885804959081e-01,-1.201651304260487052e-01,2.498182021851813595e-03,-4.101508714162479530e-01,2.880290354428765021e-01,4.517080029404485497e-02,1.633069793366133116e-01,-1.179005584979819776e-02,2.510911448379163913e-01,-1.246679227556861669e-01,3.022469988090180637e-01,-3.026558089967900100e-01
-1.352310251733584989e-01,3.452205915417158044e-01,-3.791394464781142615e-01,-1.202349999371746803e-01,3.674806978768819787e-01,5.572065364776346286e-02,-1.951407102293092333e-01,2.132276096845405755e-01,3.911786409347242088e-01,1.757113633122762142e-01,3.864189646302288450e-01,4.906370760805273123e-01,-6.374136737952862397e-02,-6.434588559960685572e-02,-1.677377483627161547e-01,-1.239216853256618345e-01,-1.770562428117494758e-02,-2.491241537004401652e-01,-3.004800361136023001e-01,3.510332285168945576e-01,4.989104066099433465e-01,4.795385525711166608e-01,1.312573092841673450e-02,-1.812466170594883019e-01,4.077521554226521960e-01
3.544492157353551498e-01,1.910458338768956654e-01,3.832944728049242356e-01,4.819068617258506215e-01,4.457743478755997746e-01,-2.042149621333055887e-02,-5.873860625960825033e-02,-1.691714120478517991e-01,-6.666517891609358148e-02,-3.495823791438223971e-02,-4.227717368704849710e-01,-2.824854513820492796e-01,1.365348740898074675e-01,-1.918111357740531764e-01,4.923067706992476644e-01,-2.721115116604021500e-01,-2.392988873645569559e-01,-1.916343345276795285e-01,3.738683468345275207e-01,8.048360775988228077e-02,-2.766534049669620021e-01,-3.255444159177994790e-01,3.089650332954223533e-01,-1.554437025887771551e-01,2.563492972872570830e-01
-2.058559811961065966e-01,2.998789390311813463e-01,3.744634693559286687e-01,4.254957095036924208e-01,-1.523957353423157635e-01,-2.189277009394824391e-01,-2.691127178685431831e-01,2.338560617556246779e-01,-1.037629829207862286e-01,-4.757883890362345491e-01,1.490650453343989046e-01,1.921972971421995746e-01,1.068387575529695654e-01,6.261361793674624643e-02,2.547283041088074240e-01,-3.368073988250456230e-01,2.886937150189201606e-01,2.755064600422530985e-01,2.980109549952072445e-01,-1.406622578195524387e-01,-5.105993256454166573e-02,1.454715914683479827e-01,3.268611728284305240e-01,4.676441820513751457e-01,4.737485953009248352e-01
